"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"1746","United Kingdom",36.1408,-5.3536,129,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0,0
"1747","United Kingdom",36.1408,-5.3536,129,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,15.9674165995891,8226.35658914729
"1748","United Kingdom",36.1408,-5.3536,129,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0,0
"1749","United Kingdom",36.1408,-5.3536,129,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0,0
"1750","United Kingdom",36.1408,-5.3536,129,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0.0015046566716537,0.775193798449612
"1751","United Kingdom",36.1408,-5.3536,129,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0,0
"1752","United Kingdom",54.2361,-4.5481,228,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0.0060186266866148,1.75438596491228
"1753","United Kingdom",54.2361,-4.5481,228,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0.0015046566716537,0.43859649122807
"1754","United Kingdom",54.2361,-4.5481,228,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0.0135419100448833,3.94736842105263
"1755","United Kingdom",54.2361,-4.5481,228,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0,0
"1756","United Kingdom",54.2361,-4.5481,228,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0.0030093133433074,0.87719298245614
"1757","United Kingdom",54.2361,-4.5481,228,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0,0
"1758","United Kingdom",54.2361,-4.5481,228,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,15.9674165995891,4654.38596491228
"1759","United Kingdom",54.2361,-4.5481,228,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0,0
"1760","United Kingdom",54.2361,-4.5481,228,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0,0
"1761","United Kingdom",54.2361,-4.5481,228,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0.0015046566716537,0.43859649122807
"1762","United Kingdom",54.2361,-4.5481,228,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.343061721137044,0,0
"1763","United Kingdom",16.7425,-62.1874,9,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0060186266866148,44.4444444444444
"1764","United Kingdom",16.7425,-62.1874,9,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0015046566716537,11.1111111111111
"1765","United Kingdom",16.7425,-62.1874,9,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0135419100448833,100
"1766","United Kingdom",16.7425,-62.1874,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
"1767","United Kingdom",16.7425,-62.1874,9,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0030093133433074,22.2222222222222
"1768","United Kingdom",16.7425,-62.1874,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
"1769","United Kingdom",16.7425,-62.1874,9,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,15.9674165995891,117911.111111111
"1770","United Kingdom",16.7425,-62.1874,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
"1771","United Kingdom",16.7425,-62.1874,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
"1772","United Kingdom",16.7425,-62.1874,9,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0015046566716537,11.1111111111111
"1773","United Kingdom",16.7425,-62.1874,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
"1774","United Kingdom",55.3781,-3.436,84279,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0.0060186266866148,0.00474614079426666
"1775","United Kingdom",55.3781,-3.436,84279,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0.0015046566716537,0.00118653519856667
"1776","United Kingdom",55.3781,-3.436,84279,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0.0135419100448833,0.0106788167871
"1777","United Kingdom",55.3781,-3.436,84279,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0,0
"1778","United Kingdom",55.3781,-3.436,84279,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0.0030093133433074,0.00237307039713333
"1779","United Kingdom",55.3781,-3.436,84279,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0,0
"1780","United Kingdom",55.3781,-3.436,84279,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,15.9674165995891,12.5915115271895
"1781","United Kingdom",55.3781,-3.436,84279,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0,0
"1782","United Kingdom",55.3781,-3.436,84279,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0,0
"1783","United Kingdom",55.3781,-3.436,84279,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0.0015046566716537,0.00118653519856667
"1784","United Kingdom",55.3781,-3.436,84279,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",126.810959630302,0,0
"1785","United Kingdom",18.2206,-63.0686,3,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0060186266866148,133.333333333333
"1786","United Kingdom",18.2206,-63.0686,3,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0015046566716537,33.3333333333333
"1787","United Kingdom",18.2206,-63.0686,3,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0135419100448833,300
"1788","United Kingdom",18.2206,-63.0686,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1789","United Kingdom",18.2206,-63.0686,3,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0030093133433074,66.6666666666667
"1790","United Kingdom",18.2206,-63.0686,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1791","United Kingdom",18.2206,-63.0686,3,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,15.9674165995891,353733.333333333
"1792","United Kingdom",18.2206,-63.0686,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1793","United Kingdom",18.2206,-63.0686,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1794","United Kingdom",18.2206,-63.0686,3,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0015046566716537,33.3333333333333
"1795","United Kingdom",18.2206,-63.0686,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1796","United Kingdom",18.4207,-64.64,3,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0060186266866148,133.333333333333
"1797","United Kingdom",18.4207,-64.64,3,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0015046566716537,33.3333333333333
"1798","United Kingdom",18.4207,-64.64,3,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0135419100448833,300
"1799","United Kingdom",18.4207,-64.64,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1800","United Kingdom",18.4207,-64.64,3,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0030093133433074,66.6666666666667
"1801","United Kingdom",18.4207,-64.64,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1802","United Kingdom",18.4207,-64.64,3,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,15.9674165995891,353733.333333333
"1803","United Kingdom",18.4207,-64.64,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1804","United Kingdom",18.4207,-64.64,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1805","United Kingdom",18.4207,-64.64,3,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0.0015046566716537,33.3333333333333
"1806","United Kingdom",18.4207,-64.64,3,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0045139700149611,0,0
"1807","United Kingdom",21.694,-71.7979,9,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0060186266866148,44.4444444444444
"1808","United Kingdom",21.694,-71.7979,9,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0015046566716537,11.1111111111111
"1809","United Kingdom",21.694,-71.7979,9,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0.0135419100448833,100
"1810","United Kingdom",21.694,-71.7979,9,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0135419100448833,0,0
