"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"1",1,"Afghanistan","AFG",NA,"Asia","Public health measures","Health screenings in airports and border crossings","No",NA,NA,2020-02-12,"Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19",2020-03-14,NA,2020-04-08 19:49:33
"2",2,"Afghanistan","AFG","Kabul","Asia","Public health measures","Introduction of quarantine policies","No",NA,NA,2020-02-12,"Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19",2020-03-14,NA,2020-04-08 19:49:33
"3",3,"Afghanistan","AFG",NA,"Asia","Public health measures","Awareness campaigns","No",NA,NA,2020-02-12,"Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19",2020-03-14,NA,2020-04-08 19:49:33
"4",4,"Afghanistan","AFG",NA,"Asia","Governance and socio-economic measures","Emergency administrative structures activated or established","No",NA,NA,2020-02-12,"Ministry of Health","Government","https://moph.gov.af/en/moph-held-emergency-meeting-international-health-partners-fight-against-spread-and-control-covid-19",2020-03-14,NA,2020-04-08 19:49:33
"5",5,"Afghanistan","AFG",NA,"Asia","Social distancing","Limit public gatherings","No","Nevruz festival cancelled",NA,2020-03-12,"AA","Media","https://www.aa.com.tr/en/asia-pacific/coronavirus-afghanistan-scraps-annual-nevruz-festival/1763830",2020-03-14,NA,2020-04-08 19:49:33
"6",6,"Afghanistan","AFG",NA,"Asia","Movement restrictions","Border closure ","No","Closure of borders with Iran",NA,2020-02-24,"Guardian","Media","https://www.theguardian.com/global-development/2020/feb/26/coronavirus-in-a-war-zone-afghanistan-braces-for-outbreak-after-first-case",2020-03-14,NA,2020-04-08 19:49:33
"7",8,"Afghanistan","AFG","Herat","Asia","Social distancing","Schools closure ","No",NA,NA,2020-03-01,"OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200309-sitrep-covid-19.pdf",2020-03-14,NA,2020-04-08 19:49:33
"8",10,"Afghanistan","AFG","Herat","Asia","Social distancing","Limit public gatherings","No","all public gatherings banned",NA,2020-03-01,"OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200309-sitrep-covid-19.pdf",2020-03-14,NA,2020-04-08 19:49:33
"9",12,"Afghanistan","AFG",NA,"Asia","Public health measures","Strengthening the public health system","No",NA,NA,2020-03-01,"OCHA","UN","https://reliefweb.int/sites/reliefweb.int/files/resources/20200312-sitrep-covid-19.pdf",2020-03-14,NA,2020-04-08 19:49:33
"10",17,"Afghanistan","AFG",NA,"Asia","Governance and socio-economic measures","Limit product imports/exports","No","Food imports from Iran and Afghanistan has been limited",NA,2020-03-01,"US Embassy","Government","https://af.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"11",23,"Afghanistan","AFG",NA,"Asia","Movement restrictions","Border checks ","Yes","All China and Iran nationals",NA,2020-02-01,"US Embassy","Government","https://af.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"12",27,"Albania","ALB",NA,"Europe","Movement restrictions","International flights suspension","Yes","Italy until 3rd April","Not applicable",2020-03-09,"Tirana Times 09/03/3030","Media","https://www.tiranatimes.com/?p=144490",2020-03-14,NA,2020-04-08 19:49:33
"13",28,"Albania","ALB","Tirana and Durres","Europe","Movement restrictions","Domestic travel restrictions","No","vehicle movement restrictions","Not applicable",2020-03-16,"US Embassy","Government","https://al.usembassy.gov/updates_covid19/",2020-03-14,NA,2020-04-08 19:49:33
"14",29,"Albania","ALB",NA,"Europe","Social distancing","Schools closure ","No","All schools are closed from March 10, 2020 until March 23, 2020","Not applicable",2020-03-10,"US Embassy","Government","https://al.usembassy.gov/updates_covid19/",2020-03-14,NA,2020-04-08 19:49:33
"15",30,"Albania","ALB",NA,"Europe","Social distancing","Limit public gatherings","No","Until 3rd April","Not applicable",2020-03-10,"US Embassy","Government","https://al.usembassy.gov/updates_covid19/",2020-03-14,NA,2020-04-08 19:49:33
"16",31,"Albania","ALB",NA,"Europe","Movement restrictions","Checkpoints within the country","Yes","People who have traveled to WHO high-risk regions for COVID-19 in the past 14 days","Not applicable",2020-03-10,"US Embassy","Government","https://al.usembassy.gov/updates_covid19/",2020-03-14,NA,2020-04-08 19:49:33
"17",32,"Albania","ALB",NA,"Europe","Public health measures","Introduction of quarantine policies","Yes","All people entering the country for 15 days","Not applicable",2020-03-10,"US Embassy","Government","https://al.usembassy.gov/updates_covid19/",2020-03-14,NA,2020-04-08 19:49:33
"18",34,"Albania","ALB",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Stopped loan payments for 3 months (until 31.5.2020 as officially ordered on 17.3.2020) for all albanians","Not applicable",2020-03-12,"BalkanInSight","Media","https://balkaninsight.com/2020/03/12/albania-close-factories-impose-curfew-in-war-against-new-coronavirus/",2020-03-14,"https://www.bankofalbania.org/Press/Press_Releases/Decisions_by_the_Supervisory_Council_of_the_Bank_of_Albania_on_12_March_2020.html",2020-04-08 19:49:33
"19",35,"Albania","ALB",NA,"Europe","Public health measures","Awareness campaigns","No",NA,"Not applicable",2020-03-11,"US Embassy","Government","https://al.usembassy.gov/u-s-citizen-services/additional-resources/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"20",925,"Albania","ALB",NA,"Europe","Public health measures","Health screenings in airports and border crossings","No","All suspected cases at Mother Teresa International Airport and the seaports of Vlore and Durres are evaluated onsite.",NA,2020-03-19,"US embassy of Albania","Government","https://al.usembassy.gov/updates_covid19/",2020-03-20,NA,2020-04-08 19:49:33
"21",926,"Albania","ALB",NA,"Europe","Public health measures","Strengthening the public health system","No","Train additional 3000 nurses and doctors to respond to COVID-19 and increased the number of medical personnel at all ports of entries",NA,2020-03-19,"Albania Ministry of Health ""MSHMS""","Government","https://shendetesia.gov.al/31380-2/",2020-03-20,"https://al.usembassy.gov/updates_covid19/",2020-04-08 19:49:33
"22",931,"Albania","ALB",NA,"Europe","Public health measures","Strengthening the public health system","No","Create safe sanitary areas for non COVID-19 patients to be treated and Emergency/surgical interventions transferred to the University Trauma Hospital",NA,2020-03-20,"Albania Ministry of Health ""MSHMS""","Government","https://shendetesia.gov.al/31380-2/",2020-03-20,NA,2020-04-08 19:49:33
"23",932,"Albania","ALB",NA,"Europe","Movement restrictions","Border closure ","Yes","Land borders: Montenegro (March 16, 2020), Kosovo (March 14, 2020) ""except citizens of Kosovo and Albania"" and Macedonia (March 16, 2020)// ALL Borders: Greece (10p.m March 15, 2020)""except commercial trade""",NA,2020-03-14,"US Embassy of Albania","Government","https://al.usembassy.gov/u-s-citizen-services/additional-resources/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"24",1938,"Albania","ALB",NA,"Europe","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","emergency law ""normative act"" that can be approved by the government with immediate effect without the need for the prior approval of parliament which automatically executable fines for issues of non-complience","Fines",2020-03-22,"BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/",2020-03-24,NA,2020-04-08 19:49:33
"25",1939,"Albania","ALB",NA,"Europe","Movement restrictions","International flights suspension","Yes","All flights to and from Tirana airport will be suspended ** except Air Albania’s flights to and from Istanbul for humanitarian reasons.",NA,2020-03-23,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-03-24,NA,2020-04-08 19:49:33
"26",1940,"Albania","ALB",NA,"Europe","Movement restrictions","Border closure ","Yes","No ferries to and from Italy until april 3",NA,2020-03-23,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-03-24,NA,2020-04-08 19:49:33
"27",2001,"Albania","ALB",NA,"Europe","Social distancing","Limit public gatherings","Yes","1. Social, cultural or political gatherings, either in enclosed or open-air spaces, are banned and fined: 5 million lek (40,000 euros). 2. Television stations are banned from having more than two people on their talk shows in the same room and will be fined 1 million leks (8,300 euros) for any violations. 3. fines and three-year bans for car drivers if they breach restrictions on movement.","Fines",2020-03-22,"BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/",2020-03-24,NA,2020-04-08 19:49:33
"28",2002,"Albania","ALB",NA,"Europe","Governance and socio-economic measures","Economic measures","Yes","Traders in food and medicines for unacceptable price rises and up to 10 million leks (83,000 euros) fines, if do not respect safety rules designed to combat infections","Fines",2020-03-22,"BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/",2020-03-24,NA,2020-04-08 19:49:33
"29",2003,"Albania","ALB",NA,"Europe","Public health measures","Strengthening the public health system","Yes","Private hospitals that refuse to offer their capacities when required can be fined by up to 5 million leks (40,000 euros).","Fines",2020-03-22,"BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/",2020-03-24,NA,2020-04-08 19:49:33
"30",2004,"Albania","ALB",NA,"Europe","Public health measures","General recommendations","Yes","The highest fines, up to 10 million leks (83,000 euros), can be imposed on entities that trade in food or medicine without respecting safety rules designed to combat infections.","Fines",2020-03-22,"BalkaninSight","Media","https://balkaninsight.com/2020/03/16/albania-mounts-millionaire-fines-against-covid-19/",2020-03-24,NA,2020-04-08 19:49:33
"31",3740,"Albania","ALB",NA,"Europe","Lockdown","Partial lockdown","No","All restricitive measures (curfew, public service close, limit gatherings etc.) are now indefiitnely suspended until further notice","Not applicable",2020-04-02,"Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,NA,2020-04-08 19:49:33
"32",3741,"Albania","ALB",NA,"Europe","Movement restrictions","Curfews","No","16-hour curfew. Individuals are only allowed to leave their homes from 05:00 to 13:00. All movement is prohibited outside of those windows, including both vehicular traffic and pedestrian movement. Exceptions are made for healthcare workers and for the transport of food items, supplies and medicine. Grocery stores and banks are only permitted to open from 05:00 to 13:00.","Not available",2020-03-23,"Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,NA,2020-04-08 19:49:33
"33",3742,"Albania","ALB",NA,"Europe","Movement restrictions","Domestic travel restrictions","Yes","Private car traffic and interurban transport will be banned across eight cities: Durres, Elbasan, Fier, Lezha, Lushnje, Shkodra, Tirana and Vlor between 13 March 06.00 and 16 March 00.00. Roads connecting Tirana and Durres to other parts of the country will also be closed during this timeframe and public transportation closed between/within the two cities.","Not available",2020-03-23,"Intenational SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,NA,2020-04-08 19:49:33
"34",36,"Algeria","DZA",NA,"Africa","Public health measures","Awareness campaigns","No",NA,"Not applicable",2020-03-05,"xinhuanet","Media","http://www.xinhuanet.com/english/2020-03/05/c_138844004.htm",2020-03-14,NA,2020-04-08 19:49:33
"35",37,"Algeria","DZA",NA,"Africa","Social distancing","Schools closure ","No","until 5th April","Not applicable",2020-03-12,"US Embassy","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"36",39,"Algeria","DZA",NA,"Africa","Movement restrictions","Border checks ","Yes","Entry denied to people with symptoms","Not applicable",2020-03-12,"US Embassy","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"37",40,"Algeria","DZA",NA,"Africa","Social distancing","Limit public gatherings","No",NA,"Not applicable",2020-03-12,"qantara 13/03/2020","Media","https://en.qantara.de/content/coronavirus-in-the-islamic-world-the-challenges-of-covid-19",2020-03-14,NA,2020-04-08 19:49:33
"38",961,"Algeria","DZA",NA,"Africa","Social distancing","Public services closure ","No","Banned all types of gatherings (including all houses of worhsip) until April 5, 2020",NA,2020-03-20,"US embassy of Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"39",962,"Algeria","DZA",NA,"Africa","Movement restrictions","Border closure ","No","All land borders.",NA,2020-03-17,"US embassy of Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"40",963,"Algeria","DZA",NA,"Africa","Movement restrictions","International flights suspension","No","Suspension of all non-cargo international air and maritime travel. Suspension of all International commercial flights (March 20, 2020) Domestic flight suspension (March 22nd, 2020).",NA,2020-03-20,"US embassy of Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"41",964,"Algeria","DZA",NA,"Africa","Public health measures","Awareness campaigns","No","Programs to disinfect mass transit and public areas",NA,2020-03-20,"US embassy of Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"42",978,"Algeria","DZA",NA,"Africa","Public health measures","Introduction of quarantine policies","Yes","Quarantining known confirmed COVID-19 cases within its borders",NA,2020-03-18,"US Embassy of Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"43",1980,"Algeria","DZA",NA,"Africa","Movement restrictions","Border closure ","Yes","All neighboring land countries",NA,2020-03-17,"US Embassy Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-24,NA,2020-04-08 19:49:33
"44",1981,"Algeria","DZA",NA,"Africa","Movement restrictions","Domestic travel restrictions","Yes","all domestic flights",NA,2020-03-22,"US Embassy Algeria","Government","https://dz.usembassy.gov/covid-19-information/",2020-03-24,NA,2020-04-08 19:49:33
"45",1982,"Algeria","DZA",NA,"Africa","Lockdown","Partial lockdown","Yes","Bilda (complete confinement - all movement in and out is prohibited) and Algiers",NA,2020-03-23,"Gardaworld","Other organisations","https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7",2020-03-24,NA,2020-04-08 19:49:33
"46",1983,"Algeria","DZA",NA,"Africa","Movement restrictions","Curfews","Yes","Bilda and Algiers from 7 pm to 7 am.",NA,2020-03-23,"Gardaworld","Other organisations","https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7",2020-03-24,NA,2020-04-08 19:49:33
"47",2427,"Algeria","DZA",NA,"Africa","Movement restrictions","Domestic travel restrictions","No","All taxis banned countrywide. Rail and public or private/public transport between wilayas has been suspended as well as public transport within urban centers.","Not available",2020-03-23,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-03-26,NA,2020-04-08 19:49:33
"48",3743,"Algeria","DZA",NA,"Africa","Governance and socio-economic measures","Military deployment","Yes","Government implements lockdown and curfew in Blida and Algiers","Not available",2020-03-23,"Gardaworld","Other organisations","https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7",2020-04-03,NA,2020-04-08 19:49:33
"49",3744,"Algeria","DZA",NA,"Africa","Movement restrictions","Curfews","Yes","expanded to include provences: Algiers, Batna, Tizi Ouzou, Setif, Tipaza, Constantine, Medea Oran, El Oued, Boumerdes, Bejaia, Ain Defla, Mostaganem and Bordj Bou Arreridj from 7 pm to 7 am.","Not available",2020-03-27,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,"https://dz.usembassy.gov/covid-19-information/",2020-04-08 19:49:33
"50",3745,"Algeria","DZA",NA,"Africa","Movement restrictions","International flights suspension","No","Extension on internal travel restrictions announced on 1 April will last from 22 March until 19 April","Not applicable",2020-04-01,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,NA,2020-04-08 19:49:33
"51",3746,"Algeria","DZA",NA,"Africa","Movement restrictions","Domestic travel restrictions","No","Suspension of domestic flights, rail links and other types of public transport. All taxis banned countrywide. Rail and public or private/public transport between wilayas has been suspended as well as public transport within urban centres.","Not applicable",2020-04-01,"International SOS","Other organisations","https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",2020-04-03,NA,2020-04-08 19:49:33
"52",41,"Angola","AGO",NA,"Africa","Public health measures","Health screenings in airports and border crossings","Yes","China, South Korea, Iran, and Italy","Not applicable",2020-03-03,"US Embassy","Government","https://ao.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"53",42,"Angola","AGO",NA,"Africa","Public health measures","Introduction of quarantine policies","Yes","any nationality who presents with symptoms or who has traveled to China since the start of the outbreak","Refusal to enter the country",2020-03-03,"US Embassy","Government","https://ao.usembassy.gov/covid-19-information/",2020-03-14,NA,2020-04-08 19:49:33
"54",48,"Angola","AGO",NA,"Africa","Public health measures","Awareness campaigns","No","The National Molecular Biology Laboratory, installed in Luanda, more than three years ago, was authorized by the World Health Organization (WHO) to carry out tests on the new Coronavirus (Covid-19)","Not applicable",2020-03-11,"All Africa","Media","https://allafrica.com/stories/202003100459.html",2020-03-14,NA,2020-04-08 19:49:33
"55",1070,"Angola","AGO",NA,"Africa","Movement restrictions","International flights suspension","No","All international flights to and from Angola will be suspended as of Friday, March 20",NA,2020-03-20,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-3",2020-03-21,NA,2020-04-08 19:49:33
"56",1071,"Angola","AGO",NA,"Africa","Movement restrictions","Visa restrictions","Yes","individuals who have transited through China, Hong Kong, Macao, South Korea, Iran, and Italy, will be prohibited from entering the country due to the ongoing coronavirus (COVID-19) outbreak.",NA,2020-03-04,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-4",2020-03-21,NA,2020-04-08 19:49:33
"57",1072,"Angola","AGO",NA,"Africa","Movement restrictions","Visa restrictions","Yes","Authorities are temporarily banning citizens of China, South Korea, Italy, Iran, Nigeria, Egypt, and Algeria from entering Angola who have travelled directly from those countries; the restriction does not apply to those traveling via a third country.",NA,2020-03-01,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-5",2020-03-21,NA,2020-04-08 19:49:33
"58",1073,"Angola","AGO",NA,"Africa","Public health measures","Introduction of quarantine policies","Yes","the Angolan Ministry of Health announced that all travelers arriving from China will be placed under home quarantine",NA,2020-02-06,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-6",2020-03-21,NA,2020-04-08 19:49:33
"59",1984,"Angola","AGO",NA,"Africa","Movement restrictions","International flights suspension","Yes","On Tuesday, March 17, government officials announced that all international flights to and from Angola will be suspended as of Friday, March 20","Not applicable",2020-03-20,"GardaWorld","Other organisations","https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-3",2020-03-24,NA,2020-04-08 19:49:33
"60",1985,"Angola","AGO",NA,"Africa","Social distancing","Schools closure ","Yes","Public and private higher and general education institutions in Angola are since March 23 shut for a period of 15 days,which may be extended in view of the pandemic situation in the country.","Not applicable",2020-03-23,"All Africa","Media","https://allafrica.com/stories/202003240713.html",2020-03-24,NA,2020-04-08 19:49:33
"61",1986,"Angola","AGO",NA,"Africa","Public health measures","General recommendations","Yes","The Minister of Health, Sílvia Lutucuta, advised employers to allow their domestic workers to stay indoors as a way to prevent the spread of Covid-19 among Angolans.","Not applicable",2020-03-22,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",2020-03-24,NA,2020-04-08 19:49:33
"62",1987,"Angola","AGO","Namibe","Africa","Public health measures","Awareness campaigns","No","The Provincial Youth Council in Namibe carried out an intense public awareness campaign on methods of disease prevention, during which, young associates distributed pamphlets with statements about the pandemic and ways of prevention.","Not applicable",2020-03-22,"All Africa","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",2020-03-24,NA,2020-04-08 19:49:33
"63",1988,"Angola","AGO","Luena City","Africa","Public health measures","Awareness campaigns","No","The sale of dried game meat, on the informal market in Luena city, has been banned since Saturday, the 21st, as part of the implementation of measures to prevent infection by the new coronavirus (Covid - 19).","Not applicable",2020-03-22,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",2020-03-24,NA,2020-04-08 19:49:33
"64",2767,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","State of emergency declared","No","15 day state of national emergency ordered by the President of the Republic from 27 Mar -","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Covid-Angola-declares-State-Emergency-from-March,c63029de-b7e8-4e3c-beae-c45f5285c9ff.html",2020-03-27,NA,2020-04-08 19:49:33
"65",2768,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","State of emergency declared","No","The State of Emergency, which has entered in force in Angola since March 27, for a period of 15 days, exempts the free movement of citizens seeking to buy food and provide essential services to the population.","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Government-bans-people-from-remaining-streets,d6ac26dd-6238-4a09-be05-1219e353a4cb.html",2020-03-27,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-makes-exemptions-for-acquisition-essential-goods,c40e205b-1198-40ba-b846-6e11593d4720.html",2020-04-08 19:49:33
"66",2769,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","Yes","The Angolan Government will prioritize the regular and free supply of water to health units, informal markets, quarantine centers and prisoners, within the framework of the contingency plan to prevent the spreading of the Coronavirus (Covid-19) pandemic in the country.","Not applicable",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Health-units-have-free-water-supply,8578a332-1d86-4292-8e12-b8b7dd1abcbc.html",2020-03-27,NA,2020-04-08 19:49:33
"67",2770,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","No","The health authorities of Cuanza Norte announced, Thursday, in Ndalatando, the opening of two centers for the screening and quarantine of suspected cases in Covid-19.","Not applicable",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/COVID-Quarantine-center-created-for-suspected-cases,5f726e81-cb2b-4bda-ac25-07c7ccbcfbb7.html",2020-03-27,NA,2020-04-08 19:49:33
"68",2771,"Angola","AGO","Namibe","Africa","Movement restrictions","Border checks ","Yes","The government of the province of Namibe will, in the coming days, acquire transport means for the National Police staff deployed on the border areas (on the border with the Republic of Namibia), to improve the patrolling and people monitoring system.","Not applicable",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/Covid-Transport-means-step-police-activity,b9042693-40fa-4eed-b131-e59438c6a662.html",2020-03-27,NA,2020-04-08 19:49:33
"69",2772,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Economic measures","Yes","Central Bank defines rules for financial institutions operation. The National Bank of Angola (BNA) on Friday, instructed financial institutions to secure normal services supply, such as deposit of money, cash withdrawal and domestic and international transfers as well as the issuance of the customers' account statements.","Not applicable",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/Central-Bank-defines-rules-for-financial-institutions-operation,23d8fc64-7252-4b03-af14-878d786cc22d.html",2020-03-27,NA,2020-04-08 19:49:33
"70",2773,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Economic measures","Yes","Program for Strengthening the Social Protection was approved by the Economic Commission of the Council of Ministers",NA,2020-03-26,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/Economic-Commission-approves-social-protection-strengthening,4bac2897-d9f5-4c16-bd39-39ed9e6bad95.html",2020-03-27,NA,2020-04-08 19:49:33
"71",2774,"Angola","AGO","Lubango","Africa","Public health measures","Strengthening the public health system","Yes","Central hospital installs new ventilators. The Antonio Agostinho Neto Central Hospital of Lubango, in Huíla province, was reinforced, on Thursday, with two ventilating devices for intensive care beds, in an effort to fight the COVID-19 pandemic, which affects the country.","Not applicable",2020-03-26,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/COVID-Central-hospital-installs-new-ventilators,a610eca7-2081-4e06-b695-89bc77f01a70.html",2020-03-27,NA,2020-04-08 19:49:33
"72",2775,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","Yes","Multi-Sector Brigade Seizes Expired Medicines","Not applicable",2020-03-26,"All Africa","Media","https://allafrica.com/stories/202003260783.html",2020-03-27,NA,2020-04-08 19:49:33
"73",2776,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Economic measures","Yes","World Bank has made available USD 15 million to support the Angolan Government's efforts to combat the new coronavirus (COVID-19), said on Thursday, the World Bank (WB) resident representative, Oliver Lambert.","Not applicable",2020-03-26,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/COVID-World-Bank-grants-USD-million,e61d0e55-3488-43ec-b443-73f625dc73eb.html",2020-03-27,NA,2020-04-08 19:49:33
"74",2777,"Angola","AGO",NA,"Africa","Social distancing","Public services closure ","Yes","the country's formal and informal public markets are only open from six to 13:00 hours a day, taking into account the State of Emergency declared. During this period, traders will be able to sell only essential products, namely food, hygiene products, cooking gas, among others, according to the Minister of Territorial Administration and State Reform, Adão de Almeida.","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",2020-03-27,NA,2020-04-08 19:49:33
"75",2778,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Limit product imports/exports","No","any staple products, fuel, medicine, equipment and expendable material for medical use are prohibited from leaving the national territory.","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",2020-03-27,NA,2020-04-08 19:49:33
"76",2779,"Angola","AGO",NA,"Africa","Movement restrictions","Domestic travel restrictions","No","The order also defines a provincial health fence, which prohibits entry and exit between the different provinces, and inter-provincial circulation is prohibited, exceptionally the entry and exit of essential good and sick people, as well as humanitarian aid.","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",2020-03-27,NA,2020-04-08 19:49:33
"77",2780,"Angola","AGO",NA,"Africa","Lockdown","Lockdown of refugee/idp camps or other minorities","Yes","The process of organized and voluntary repatriation of Congolese refugees back to DRC, which began in October 2019, is suspended due to the spread of the Coronavirus (Covid-19) in this neighbouring country.",NA,2020-03-26,"All Africa","Media","https://allafrica.com/stories/202003270159.html",2020-03-27,NA,2020-04-08 19:49:33
"78",3407,"Angola","AGO",NA,"Africa","Public health measures","Awareness campaigns","No","the Inter-ministerial Commission for the prevention and combat of the pandemic will open bank accounts for collecting donations for individual and collective assistance in a campaign called 'Juntos por Angola'","Not applicable",2020-03-28,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/2/13/Minister-announces-solidarity-campaign,d647d45d-4688-4ef2-ba8e-db8c202fc55a.html",2020-01-04,NA,2020-04-08 19:49:33
