"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"1662",3163,"Indonesia","IDN",NA,"Asia","Public health measures","Health screenings in airports and border crossings","Yes","for Indonesian nationals who have recently traveled to one of the abovementioned countries, especially in the said regions, an additional health examination is required upon arrival at the airport.",NA,2020-03-08,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1104/berita/indonesian-government-policy-on-the-development-of-covid-19-outbreak",2020-03-31,NA,2020-04-08 19:49:33
"1663",3164,"Indonesia","IDN",NA,"Asia","Public health measures","General recommendations","No","“The Government of Indonesia has issued a Health Protocol, as the Corona virus or Covid-19 spreads to hundreds of countries. The protocol will be implemented by the Government throughout the nation with centralized guidance by the Ministry of Health. The protocol was developed in consultation with all Ministries and Government agencies.",NA,2020-03-16,"Indonesia MoH","Government","https://www.kemkes.go.id/article/view/20031700002/follow-this-health-protocol-if-any-covid-19-symptoms-arise.html",2020-03-31,NA,2020-04-08 19:49:33
"1664",3165,"Indonesia","IDN",NA,"Asia","Public health measures","Testing policy","No","specimen will be taken from patient under the criteria for the COVID-19 patient under observation for laboratory test and the patient will be treated in an isolation room. The Specimen will be sent to the National Institute for Health Research and Development (Balitbangkes). The first test result will be completed within 24 hours after the specimen is received.",NA,2020-03-16,"Indonesia MoH","Government","https://www.kemkes.go.id/article/view/20031700002/follow-this-health-protocol-if-any-covid-19-symptoms-arise.html",2020-03-31,NA,2020-04-08 19:49:33
"1665",3166,"Indonesia","IDN",NA,"Asia","Movement restrictions","Surveillance and monitoring","Yes","For those who test positive, Samples will be taken every day.",NA,2020-03-16,"Indonesia MoH","Government","https://www.kemkes.go.id/article/view/20031700002/follow-this-health-protocol-if-any-covid-19-symptoms-arise.html",2020-03-31,NA,2020-04-08 19:49:33
"1666",3167,"Indonesia","IDN",NA,"Asia","Movement restrictions","Surveillance and monitoring","Yes","Should you have a history of travel to any country with local transmission of COVID-19 within a period of 14 days prior, perform self-monitoring through two times body temperature check.",NA,2020-03-16,"Indonesia MoH","Government","https://www.kemkes.go.id/article/view/20031700002/follow-this-health-protocol-if-any-covid-19-symptoms-arise.html",2020-03-31,NA,2020-04-08 19:49:33
"1667",3168,"Indonesia","IDN",NA,"Asia","Public health measures","General recommendations","Yes","the Government advises all Indonesian citizens to restrict non-essential outbound travels. For Indonesian citizens currently travelling abroad, it is advised to return to Indonesia at the earliest possible time to avoid further travel disruptions.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1668",3169,"Indonesia","IDN",NA,"Asia","Movement restrictions","Surveillance and monitoring","No","All Indonesian citizens are requested to monitor closely information available through the Safe Travel Application or contact the hotline of the nearest Indonesian Mission.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1669",3170,"Indonesia","IDN",NA,"Asia","Movement restrictions","Visa restrictions","No","The Indonesian government has suspended its visa exemption policy for short-stay visit, visa-on-arrival and diplomatic/service visa-free facilities for all countries, for a  period of 1 month. All foreigners/travelers who wish to visit Indonesia must obtain a visa from Indonesian missions in accordance with the purpose of their visit.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1670",3171,"Indonesia","IDN",NA,"Asia","Movement restrictions","Additional health/documents requirements upon arrival","No","Upon submission of visa application, applicants must provide health certificate issued by relevant health authorities from their respective countries.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1671",3172,"Indonesia","IDN",NA,"Asia","Movement restrictions","Visa restrictions","Yes","deny entry or transit to Indonesia for visitors/travelers who have travelled to Iran, Italy, Vatican City, Holy See, Spain, France, Germany, Switzerland, or the UK in the last 14 days",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,"https://kemlu.go.id/portal/id/read/1135/siaran_pers/kebijakan-tambahan-pemerintah-indonesia-terkait-perlintasan-orang-dari-dan-ke-indonesia",2020-04-08 19:49:33
"1672",3173,"Indonesia","IDN",NA,"Asia","Public health measures","Introduction of quarantine policies","No","If the additional screening shows initial symptoms of Covid-19, a 14-day observation in a government facility will be applied",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1673",3174,"Indonesia","IDN",NA,"Asia","Public health measures","General recommendations","No","If no initial symptom is found, a 14-day self-quarantine will be strongly recommended.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1674",3175,"Indonesia","IDN",NA,"Asia","Movement restrictions","Visa restrictions","Yes","The extension of Stay Permit for foreign travelers who are currently in Indonesia and have expired, shall be conducted in accordance with the Regulation of the Ministry of Justice and Human Rights No. 7 of 2020. The extension of Residence Permit for holders of Temporary Stay Permit Card (KITAS)/ Permanent Stay Permit Card (KITAP) and holders of Diplomatic Visa and Service Visa who are currently overseas and will expire, shall be conducted in accordance with the Regulation of the Ministry of Justice and Human Rights no.7 of 2020.",NA,2020-03-20,"Indonesia MoFA","Government","https://kemlu.go.id/portal/en/read/1135/siaran_pers/additional-measures-of-the-indonesian-government-in-relation-to-covid-19-response",2020-03-31,NA,2020-04-08 19:49:33
"1675",3176,"Indonesia","IDN",NA,"Asia","Public health measures","Strengthening the public health system","No","List of coronavirus referral hospitals in Indonesia",NA,2020-03-30,"Indonesia MoH","Government","https://kemlu.go.id/portal/en/read/1126/siaran_pers/information-from-the-indonesian-authority-about-the-list-of-corona-virus-referral-hospitals-in-indonesia",2020-03-31,NA,2020-04-08 19:49:33
"1676",546,"Iran","IRN",NA,"Middle East","Social distancing","Schools closure ","Yes",NA,NA,2020-02-27,"Ministry of Health and Medical Education","Government","https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak",2020-03-16,NA,2020-04-08 19:49:33
"1677",547,"Iran","IRN",NA,"Middle East","Movement restrictions","International flights suspension","Yes","Iran, China, Hong Kong, Macau, Taiwan",NA,2020-03-16,"Ministry of Foreign Affairs - France","Government","https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak",2020-03-16,NA,2020-04-08 19:49:33
"1678",548,"Iran","IRN",NA,"Middle East","Movement restrictions","Border checks ","Yes","Within major internal cities",NA,2020-02-27,"Ministry of Health and Medical Education","Government","https://www.voanews.com/science-health/coronavirus-outbreak/iran-closes-schools-limits-travel-amid-coronavirus-outbreak",2020-03-16,NA,2020-04-08 19:49:33
"1679",549,"Iran","IRN",NA,"Middle East","Public health measures","Introduction of quarantine policies","Yes","Controlling drivers temperature on selected roads",NA,2020-03-17,"Presidency of Iran","Government","http://www.president.ir/en",2020-03-16,NA,2020-04-08 19:49:33
"1680",554,"Iran","IRN",NA,"Middle East","Movement restrictions","International flights suspension","Yes","State's company suspends flights towards Europe",NA,2020-03-08,"Presidency of Iran","Media","https://www.middleeasteye.net/news/iranair-suspends-all-flights-europe-until-further-notice",2020-03-16,NA,2020-04-08 19:49:33
"1681",555,"Iran","IRN",NA,"Middle East","Social distancing","Changes in prison-related policies","Yes","54,000 prisoners temporarily released to prevent spread the virus",NA,2020-03-08,"Presidency of Iran","Media","https://www.bbc.com/news/world-middle-east-51723398",2020-03-16,NA,2020-04-08 19:49:33
"1682",558,"Iran","IRN",NA,"Middle East","Social distancing","Schools closure ","Yes","All schools and univerisities",NA,2020-03-05,"Ministry of Education","Media","https://www.middleeasteye.net/news/coronavirus-iran-closed-schools-universities-death-toll-rises",2020-03-16,NA,2020-04-08 19:49:33
"1683",3141,"Iran","IRN",NA,"Middle East","Public health measures","Strengthening the public health system","No","The Ministry of Foreign Affairs have described “precautionary measures the Foreign Ministry has taken in response to the outbreak of the novel coronavirus in the world.” In subsequent statements from the MoFA, they clarified that they are working to assist Iranian nationals (read: students) located in the infected regions of China.",NA,2020-01-28,"Iran MoFA","Government","https://en.mfa.ir/files/Pdf/0572457-newsExportfeded845646746048e1d3241eb8ab223.pdf",2020-03-31,"https://en.mfa.ir/portal/newsview/572497",2020-04-08 19:49:33
"1684",3142,"Iran","IRN",NA,"Middle East","Public health measures","General recommendations","Yes","“travel advisories have been also issued for the tourists and the Iranian nationals residing in China”",NA,2020-01-28,"Iran MoFA","Government","https://en.mfa.ir/files/Pdf/0572457-newsExportfeded845646746048e1d3241eb8ab223.pdf",2020-03-31,NA,2020-04-08 19:49:33
"1685",3143,"Iran","IRN",NA,"Middle East","Public health measures","Health screenings in airports and border crossings","No","All border control centers have been on alert.",NA,2020-01-31,"Iran Government Official Twitter","Government","https://twitter.com/Iran_GOV/status/1223315872808361984?s=20",2020-03-31,NA,2020-04-08 19:49:33
"1686",3144,"Iran","IRN",NA,"Middle East","Movement restrictions","Visa restrictions","Yes","Cancel passenger arrivals from China to Iran",NA,2020-01-31,"Iran Government Official Twitter","Government","https://twitter.com/Iran_GOV/status/1223315441814245376?s=20",2020-03-31,NA,2020-04-08 19:49:33
"1687",3145,"Iran","IRN",NA,"Middle East","Lockdown","Partial lockdown","No","Partial shutdown of some factories, transportation industry, etc.",NA,2020-01-31,"Iran Government Official Twitter","Government","https://twitter.com/Iran_GOV/status/1224402646129369095?s=20",2020-03-31,NA,2020-04-08 19:49:33
"1688",3146,"Iran","IRN",NA,"Middle East","Public health measures","Strengthening the public health system","No","Iran to receive 20,000 covid-19 test kits + other medical supplies from Chinese government and the Red Cross",NA,2020-02-27,"Iran MoFA","Government","https://en.mfa.ir/portal/newsview/576824",2020-03-31,NA,2020-04-08 19:49:33
"1689",3147,"Iran","IRN",NA,"Middle East","Governance and socio-economic measures","Economic measures","Yes","Iranian government denounces the US government for saying they want to help Iran in the fight against coronavirus, calling the move “propagandistic and hypocritical”. They then explained that sanctions and trade restrictions imposed by the US has “blocked the (Iranian) purchase of medicine and medical equipment.” This marks the beginning of a center-piece of government measures to fight coronavirus in Iran: a call to end US-imposed sanctions against Iran, which was later expanded upon (12 March) in a letter to the UN Chief from the Iranian Foreign Minister: “denounced the US’ sanctions as a major obstacle to the Islamic Republic’s fight against the novel coronavirus epidemic, urging that such unilateral and illegal sanctions should end.” < https://en.mfa.ir/portal/newsview/577414 > + < http://president.ir/en/114343 + https://twitter.com/JZarif/status/1238534745363021831?s=20 >",NA,2020-02-29,"Iran Government","Government","https://en.mfa.ir/portal/newsview/576852",2020-03-31,"http://president.ir/en/114343",2020-04-08 19:49:33
"1690",3148,"Iran","IRN",NA,"Middle East","Public health measures","Strengthening the public health system","No","Iran has received medical supplies from the UNICEF, China, Turkey, and Austria, adding that the assistance provided by Germany, the UK and France has also arrived in Iran on Tuesday morning.",NA,2020-03-03,"Iran MoFA","Government","https://en.mfa.ir/portal/newsview/577023",2020-03-31,NA,2020-04-08 19:49:33
"1691",3149,"Iran","IRN",NA,"Middle East","Public health measures","Awareness campaigns","No",NA,NA,2020-03-05,"Iran MoFA Official Twitter","Government","https://twitter.com/IRIMFA_EN/status/1235638524373880833?s=20",2020-03-31,NA,2020-04-08 19:49:33
"1692",3150,"Iran","IRN",NA,"Middle East","Public health measures","Strengthening the public health system","No","WHO EMRO statement on Iran states over 30 laboratories across the country now have the capacity and at least 20 more will be added. So far, WHO has provided laboratory testing kits enough to test at least 110 000 people and seven tons of protective equipment and supplies.",NA,2020-03-12,"WHO EMRO","Other organisations","http://www.emro.who.int/pdf/irn/iran-news/delegation-of-who-and-public-health-experts-concludes-covid-19-mission-to-iran.pdf?ua=1",2020-03-31,NA,2020-04-08 19:49:33
"1693",3151,"Iran","IRN",NA,"Middle East","Social distancing","Changes in prison-related policies","Yes","Iran has temporarily released around 85,000 prisoners—including some political prisoners—in a bid to mitigate the risk of the virus spreading through the country’s jails",NA,2020-03-17,"Time Magazine","Media","https://time.com/5804706/iran-coronavirus/",2020-03-31,NA,2020-04-08 19:49:33
"1694",3152,"Iran","IRN",NA,"Middle East","Lockdown","Partial lockdown","No","“The main parts of the government are closed today, but some parts cannot be shut down,”",NA,2020-03-30,"Iran Government Official Twitter","Government","https://twitter.com/Iran_GOV/status/1244663757579661313?s=20",2020-03-31,NA,2020-04-08 19:49:33
"1695",3153,"Iran","IRN",NA,"Middle East","Social distancing","Changes in prison-related policies","Yes","Iran’s Judiciary extends prison leave for some 100,000 inmates as coronavirus fight continues",NA,2020-03-30,"The Iran Project","Media","https://theiranproject.com/blog/2020/03/30/irans-judiciary-extends-prison-leave-for-some-100000-inmates-as-coronavirus-fight-continues/",2020-03-31,NA,2020-04-08 19:49:33
"1696",732,"Iraq","IRQ","Baghdad","Middle East","Movement restrictions","Curfews","No","Courfew in the city of Baghdad for at least one week",NA,2020-03-17,"Ministry of Foreign Affairs Italy","Government","http://www.viaggiaresicuri.it/country/IRQ",2020-03-16,NA,2020-04-08 19:49:33
"1697",733,"Iraq","IRQ","Kurdistan","Middle East","Movement restrictions","Border checks ","No","Whoever travelled outside Iraq as of 1 January cannot enter the region unless certified of not having the virus",NA,2020-03-16,"Ministry of Foreign Affairs Italy","Government","http://www.viaggiaresicuri.it/country/IRQ",2020-03-16,NA,2020-04-08 19:49:33
"1698",736,"Iraq","IRQ",NA,"Middle East","Movement restrictions","International flights suspension","No","Suspension of all flights until 24 of March",NA,2020-03-17,"Ministry of Foreign Affairs Italy","Government","http://www.viaggiaresicuri.it/country/IRQ",2020-03-16,NA,2020-04-08 19:49:33
"1699",749,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Border closure ","No","With Iran and Kuwait",NA,2020-03-16,"Anadalou Agency","Media","https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980",2020-03-16,NA,2020-04-08 19:49:33
"1700",751,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Visa restrictions","Yes","banned entry for travelers to and from China, Iran, Japan, South Korea, Thailand, Singapore, Italy, Bahrain, Kuwait; Iraqi citizens and diplomats are exempted",NA,2020-02-26,"Garda","Other","https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8",2020-03-16,NA,2020-04-08 19:49:33
"1701",752,"Iraq","IRQ",NA,"Middle East","Social distancing","Schools closure ","No","Until 24 of March",NA,2020-03-16,"Anadalou Agency","Media","https://www.aa.com.tr/en/health/number-of-coronavirus-cases-in-iraq-rises-to-79/1762980",2020-03-16,NA,2020-04-08 19:49:33
"1702",793,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Visa restrictions","Yes","entry ban for travelers from France and Spain",NA,2020-03-06,"Garda","Other","https://www.garda.com/crisis24/news-alerts/320406/iraq-government-extends-entry-restrictions-to-france-and-spain-march-6-update-8",2020-03-17,NA,2020-04-08 19:49:33
"1703",794,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Visa restrictions","Yes","entry ban for travelers from Germany and Qatar",NA,2020-03-15,"Reuters","Media","https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO",2020-03-17,NA,2020-04-08 19:49:33
"1704",797,"Iraq","IRQ",NA,"Middle East","Social distancing","Limit public gatherings","No","ban of religious gatherings and public gatherings as of 16 March",NA,2020-03-16,"Garda","Other","https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13",2020-03-17,NA,2020-04-08 19:49:33
"1705",799,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Domestic travel restrictions","No","ban of non essential domestic travel between provinces",NA,2020-03-15,"Reuters","Media","https://www.reuters.com/article/us-health-coronavirus-iraq/iraq-puts-germany-and-qatar-on-coronavirus-entry-ban-list-idUSKBN2101LO",2020-03-17,NA,2020-04-08 19:49:33
"1706",802,"Iraq","IRQ","Najaf","Middle East","Lockdown","Partial lockdown","No","lockdown for 7 days in Najaf governorate as of March 11",NA,2020-03-11,"Garda","Other","https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13",2020-03-17,NA,2020-04-08 19:49:33
"1707",803,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Checkpoints within the country","No","roadblocks in Kurdistan Region (Erbil, Sulaimani) due to traffic ban",NA,2020-03-16,"Garda","Other","https://www.garda.com/crisis24/news-alerts/323091/iraq-authorities-implement-further-measures-due-to-covid-19-from-march-17-update-13",2020-03-17,NA,2020-04-08 19:49:33
"1708",819,"Iraq","IRQ",NA,"Middle East","Movement restrictions","International flights suspension","No","All airports in Iraq shut down as of 17 March 2020 for a 7 day period",NA,2020-03-17,"NRC MERO","Other organisations","Internal Document circulated",2020-03-18,NA,2020-04-08 19:49:33
"1709",842,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Domestic travel restrictions","Yes","Kurdish Region of Iraq traffic ban between all towns and districts in Erbil and Sulaymaniya provinces for 72 hours effective 12:00 Sunday midnight",NA,2020-03-15,"Goverment KRI","Government","https://gov.krd/coronavirus-en/situation-update/",2020-03-18,NA,2020-04-08 19:49:33
"1710",1202,"Iraq","IRQ",NA,"Middle East","Movement restrictions","International flights suspension","No","All flights (until at least 24. march)",NA,2020-03-17,"US Embassy of Iraq","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"1711",1203,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Curfews","Yes","24-hr curfew in Baghdad  and Kurdish region ""IKR""(until at least 24. March)",NA,2020-03-17,"US Embassy of Iraq","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"1712",1204,"Iraq","IRQ",NA,"Middle East","Social distancing","Public services closure ","Yes","All public celebrations of the Newroz holiday have been suspended in Iraq Kurdish Region ""IKR""",NA,2020-03-18,"US Embassy of Iraq","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-20,NA,2020-04-08 19:49:33
"1713",2245,"Iraq","IRQ",NA,"Middle East","Movement restrictions","International flights suspension","No","Extended the suspension on all flights to and from Iraq from March 17-28, 2020.","Not applicable",2020-03-22,"US Embassy IRAQ","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1714",2246,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Curfews","Yes","extended a 24-hour curfew in Baghdad and kurdish regions from March 17-28, 2020. The curfew excludes: pharmacies, medical stores, grocery stores, bakeries, and gas stations.  Additionally, it excludes medical, security, and media personnel, and the staff of internet service providers.","Not available",2020-03-22,"US Embassy IRAQ","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1715",2247,"Iraq","IRQ",NA,"Middle East","Movement restrictions","Domestic travel restrictions","No","authorities banned travel between all Iraqi provinces.","Not available",2020-03-22,"US Embassy IRAQ","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1716",2248,"Iraq","IRQ",NA,"Middle East","Public health measures","Health screenings in airports and border crossings","Yes","all travelers entering the Kurdistan region, regardless of previous travel, should be aware they could be subject to screening and restrictions upon arrival at the direction of the regional health department, including being quarantined at a facility mandated by the regional health department.","Not available",2020-03-17,"US Embassy IRAQ","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-25,NA,2020-04-08 19:49:33
"1717",2986,"Iraq","IRQ",NA,"Middle East","Movement restrictions","International flights suspension","No","extended suspension until april 11","Not available",2020-03-28,"US Embassy","Government","https://iq.usembassy.gov/covid-19-information/",2020-03-29,NA,2020-04-08 19:49:33
"1718",3869,"Iraq","IRQ",NA,"Middle East","Public health measures","Strengthening the public health system","No","Exempting all medicines, medical supplies and devices, diagnostic and laboratory equipment from import license regulations. + Transferring 50 million US dollars to the General Company for Marketing Medicines and Medical Supplies","Not applicable",2020-04-02,"Iraq Government","Government","https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/",2020-04-05,NA,2020-04-08 19:49:33
"1719",3871,"Iraq","IRQ","kurdish region","Middle East","Governance and socio-economic measures","Economic measures","No","1. Establishing a committee to assess current and future market needs in terms of food, medical supplies and agricultural produce, with a mandate to promote Iraqi products2. Facilitating the transit of lorries and refrigerated trucks carrying foodstuff, agricultural products, medical and veterinary materials between provinces and within cities 3.Monitoring the prices of essential goods to ensure that they remain stable, and to take measures against profiteers, according to law 4.Facilitating the transport of agricultural harvesters and livestock between provinces. 5.Establishing a committee at the General Secretariat of the Council of Ministers to investigate and report on support mechanisms for workers in the private sector during Covid-19 Establishing a committee to be chaired by the Minister of Planning to report on the financial impact of Covid-19 on citizens, and to suggest options to provide financial support to affected groups, especially those on low income","Not applicable",2020-04-02,"Iraq Government","Government","https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/",2020-04-05,NA,2020-04-08 19:49:33
"1720",3872,"Iraq","IRQ","kurdish region","Middle East","Lockdown","Full lockdown","Yes","Imposition of complete lockdown across the Kurdistan Region for 48 hours starting at 12:00 midday on 04/04/2020. Shops, bakeries and all other services will also be shut except for a limited number of pharmacies. Pedestrian traffic is prohibited except for running daily errands and cases of illness. Violators would be prosecuted under the law.  *United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.","Up to detention",2020-04-04,"kurdish regional government","Government","https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing",2020-04-05,NA,2020-04-08 19:49:33
"1721",3873,"Iraq","IRQ","kurdish region","Middle East","Movement restrictions","Domestic travel restrictions","Yes","kurdish region - no driving 48 hours starting at 12:00 midday on 04/04/2020.. Drivers in violation would be penalized according to the laws. Cancelation of all permission previously given to people to travel between 01:00 AM to 06:00 AM. No traffic movement is allowed between the hours of 12:00 midnight to 06:00 a.m. except for security forces, ambulances, and permitted vehicles. Pedestrian traffic is prohibited except for running daily errands and cases of illness. Violators would be prosecuted under the law. A mayoral committee will be formed with the participation of police and security forces to issue special permits in emergency cases. Permission for oil companies is done through coordination with the Ministry of Natural Resources. All special permits must be done through relevant authorities such as the Interior Ministry and the Diwan of the Council of Ministers. All traffic movement between cities and towns is banned. The only exception is emergency cases and with the permission of provincial Operation Rooms. *United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.","Up to detention",2020-04-04,"kurdish regional government","Government","https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing",2020-04-05,NA,2020-04-08 19:49:33
"1722",3874,"Iraq","IRQ","kurdish region","Middle East","Movement restrictions","Curfews","Yes","Extension of total curfew across the Kurdistan Region staring from 01 April to 10 April. Drivers in violation would be penalized according to the previous regulations. (The curfew, first imposed at 12:00 midnight on 13 March until 12:00 midnight 15 March, then extended until 12:00 midnight 18 March inside the cities of Erbil and Sulaymaniyah, and extended across the Kurdistan Region until 01 April.)  No government employee, officer or civil servant who work in other parts of Iraq is allowed to return to the Kurdistan Region until 1 April 2020, even if they are residents of the Kurdistan Region. Provincial and district energy and electricity officials will become members of the Operation Rooms to coordinate the supply of electricity, staff movement and delivery of fuel to power stations. People must stay in their homes to allow medical teams to carry out their mission. Upon any suspicion, you are advised to call 122 and suspected cases must stay put until medical teams reach you.*United Nations agencies and organisations, the international coalition and the commercial movement have been excluded from the curfews between provinces.","Up to detention",2020-04-01,"kurdish regional government","Government","https://gov.krd/coronavirus-en/situation-update/#what-is-krg-doing",2020-04-05,NA,2020-04-08 19:49:33
"1723",534,"Ireland","IRL",NA,"Europe","Public health measures","General recommendations","No","Reduce social interactions, distance kept of 2 m, do not shake hands, etc.",NA,2020-03-12,"Government of Ireland","Government","https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/",2020-03-16,NA,2020-04-08 19:49:33
"1724",535,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","Limit of more than 100 people gatherings indoor and more than 500 people outdoor. All state run cultural instituions are closed",NA,2020-03-12,"Department of Health","Government","https://www.gov.uk/foreign-travel-advice/ireland",2020-03-16,NA,2020-04-08 19:49:33
"1725",536,"Ireland","IRL",NA,"Europe","Social distancing","Schools closure ","No","All schools at all levels are closed until 29 March",NA,2020-03-13,"Department of Education","Government","https://www.education.ie/en/Press-Events/Press-Releases/2020-press-releases/12-march-2020-statement-from-the-department-of-education-and-skills.html",2020-03-16,NA,2020-04-08 19:49:33
"1726",851,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","Yes","All employees and self employed who have lost emplyment due to covid-19 are entitled to Pandemic Unemplyment Benefit, a flat rate of 203euro per week, for up to 6 weeks",NA,2020-03-15,"Department of employment affairs and social protection","Government","https://www.gov.ie/en/publication/66d22e-covid-19-deasp-information-for-employers-and-employees-pdf/",2020-03-20,"https://www.citizensinformation.ie/en/social_welfare/social_welfare_payments/unemployed_people/covid19_pandemic_unemployment_payment.html",2020-04-08 19:49:33
"1727",852,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","Yes","Measures put in place in coordination with 5 retail banks (AIB, Bank of Ireland, KBC, Permanent tsb and Ulster Bank) to support individuals and businesses affected by covid-19.",NA,2020-03-18,"Ministry of Finance","Government","https://www.gov.ie/en/press-release/878d4d-wednesdminister-donohoe-outlines-further-measures-to-support-individ/",2020-03-20,"https://www.citizensinformation.ie/en/health/covid19_overview.html",2020-04-08 19:49:33
"1728",874,"Ireland","IRL",NA,"Europe","Social distancing","Public services closure ","No","All pubs across Ireland to close until at least the 29th of March",NA,2020-03-16,"Department of the Taoiseach","Government","https://www.gov.ie/en/press-release/20fc58-all-pubs-advised-to-close-until-march-29/",2020-03-20,NA,2020-04-08 19:49:33
"1729",2107,"Ireland","IRL",NA,"Europe","Social distancing","Public services closure ","No","all theatres, clubs, gyms/leisure centres, hairdressers, betting shops, marts, markets, casinos, bingo halls, libraries and other similar outlets are to shut",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1730",2108,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all hotels to limit occupancy to essential non-social and non-tourist reasons",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1731",2109,"Ireland","IRL",NA,"Europe","Social distancing","Public services closure ","No","all non-essential retail outlets are to close to members of the public and all other retail outlets are to implement physical distancing",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1732",2110,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all cafes and restaurants are to limit supply to take away food or delivery",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
